# Time Unit : 1e-09 seconds (ns)
# ActualValue: Actual value of slew seen during delay calculation. This is the value that fell out of bound.
# BoundValue: Bound value of slew. This is the first or last value for which characterization information is present in the library.
# BoundType: Lower or Upper, corresponding to whether the actual value is respectively smaller or greater than the bound value.
# Arc: Arc specification from source pin to sink pin (including rise/fall information for both).
# Instance: Full hierarchical name of the instance.
ActualValue    BoundValue    OutputValue    BoundType    Arc    Instance
0.6378   0.6120   0.2271   Upper   B1 ^ -> Y v    g133077
0.8032   0.6120   0.2135   Upper   A2 v -> Y ^    g133077
0.6378   0.6120   0.2391   Upper   B1 ^ -> Y v    g133079
0.8032   0.6120   0.2249   Upper   A2 v -> Y ^    g133079
0.6378   0.6120   0.2405   Upper   B1 ^ -> Y v    g133072
0.8032   0.6120   0.2263   Upper   A2 v -> Y ^    g133072
0.6378   0.6120   0.2259   Upper   B1 ^ -> Y v    g132868
0.8032   0.6120   0.2124   Upper   A2 v -> Y ^    g132868
0.7792   0.6120   0.1791   Upper   B ^ -> Y ^    g133183
0.6378   0.6120   0.2292   Upper   B1 ^ -> Y v    g133103
0.8032   0.6120   0.2154   Upper   A2 v -> Y ^    g133103
0.6378   0.6120   0.2340   Upper   B1 ^ -> Y v    g133074
0.8032   0.6120   0.2200   Upper   A2 v -> Y ^    g133074
0.7330   0.6120   0.2672   Upper   A1 ^ -> Y v    g133074
0.6378   0.6120   0.2257   Upper   B1 ^ -> Y v    g133075
0.8032   0.6120   0.2122   Upper   A2 v -> Y ^    g133075
0.6378   0.6120   0.2295   Upper   B1 ^ -> Y v    g133073
0.8032   0.6120   0.2157   Upper   A2 v -> Y ^    g133073
0.6377   0.6120   0.2192   Upper   B1 ^ -> Y v    g133519
0.8032   0.6120   0.2062   Upper   A2 v -> Y ^    g133519
0.6984   0.6120   0.2382   Upper   S0 ^ -> Y v    g133604
0.8032   0.6120   0.3523   Upper   B v -> Y ^    g134074
0.8032   0.6120   0.3081   Upper   B0 v -> Y ^    g133899
0.8032   0.6120   0.3738   Upper   B v -> Y ^    g133493
0.8032   0.6120   0.2786   Upper   B0 v -> Y ^    g132943
0.8032   0.6120   0.4961   Upper   B v -> Y v    g133994
0.7146   0.6120   0.3145   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1730
0.7146   0.6120   0.3224   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1693
0.6696   0.6120   0.3022   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1698
0.6696   0.6120   0.2387   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1685
0.6612   0.6120   0.2758   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1732
0.6612   0.6120   0.2725   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1676
0.6272   0.6120   0.2659   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1733
0.6272   0.6120   0.2727   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1718
0.6618   0.6120   0.2984   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1734
0.6618   0.6120   0.3080   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1705
0.6698   0.6120   0.1235   Upper   A ^ -> Y ^    sub_1313_38_Y_add_1313_58_g1715
0.6698   0.6120   0.2843   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1699
0.8397   0.6120   0.2435   Upper   B v -> Y ^    g133714
0.6377   0.6120   0.2241   Upper   B0 ^ -> Y v    g133556
0.8397   0.6120   0.2821   Upper   A0 v -> Y ^    g133556
0.8397   0.6120   0.3998   Upper   C0 v -> Y ^    g133351
0.6377   0.6120   0.3065   Upper   B1 ^ -> Y v    g133351
0.8397   0.6120   0.3755   Upper   C0 v -> Y ^    g133350
0.8397   0.6120   0.3565   Upper   C0 v -> Y ^    g133349
0.6377   0.6120   0.2828   Upper   B1 ^ -> Y v    g133349
0.8397   0.6120   0.4093   Upper   C0 v -> Y ^    g133348
0.6377   0.6120   0.3120   Upper   B1 ^ -> Y v    g133348
0.8397   0.6120   0.3689   Upper   C0 v -> Y ^    g133347
0.6377   0.6120   0.2893   Upper   B1 ^ -> Y v    g133347
0.8397   0.6120   0.3716   Upper   C0 v -> Y ^    g133346
0.6377   0.6120   0.2907   Upper   B1 ^ -> Y v    g133346
0.8397   0.6120   0.3917   Upper   C0 v -> Y ^    g133345
0.6377   0.6120   0.3019   Upper   B1 ^ -> Y v    g133345
0.8397   0.6120   0.3998   Upper   C0 v -> Y ^    g133344
0.6377   0.6120   0.3065   Upper   B1 ^ -> Y v    g133344
0.8397   0.6120   0.3713   Upper   C0 v -> Y ^    g133343
0.6377   0.6120   0.2905   Upper   B1 ^ -> Y v    g133343
0.8397   0.6120   0.3674   Upper   C0 v -> Y ^    g133342
0.8397   0.6120   0.3732   Upper   C0 v -> Y ^    g133341
0.8397   0.6120   0.3891   Upper   C0 v -> Y ^    g133339
0.8397   0.6120   0.3709   Upper   C0 v -> Y ^    g133338
0.6377   0.6120   0.2903   Upper   B1 ^ -> Y v    g133338
0.8397   0.6120   0.3720   Upper   C0 v -> Y ^    g133337
0.6377   0.6120   0.2909   Upper   B1 ^ -> Y v    g133337
0.8397   0.6120   0.3906   Upper   C0 v -> Y ^    g133336
0.6377   0.6120   0.3012   Upper   B1 ^ -> Y v    g133336
0.8397   0.6120   0.3735   Upper   C0 v -> Y ^    g133335
0.8397   0.6120   0.3738   Upper   C0 v -> Y ^    g133334
0.6377   0.6120   0.2918   Upper   B1 ^ -> Y v    g133334
0.8397   0.6120   0.4021   Upper   C0 v -> Y ^    g133333
0.6377   0.6120   0.3078   Upper   B1 ^ -> Y v    g133333
0.8397   0.6120   0.3547   Upper   C0 v -> Y ^    g133332
1.0188   0.6120   0.5048   Upper   C0 ^ -> Y v    g75531__1666
0.6138   0.6120   0.4926   Upper   B1 ^ -> Y v    g75531__1666
0.8593   0.6120   0.7320   Upper   A1 v -> Y ^    g75531__1666
1.0187   0.6120   0.4922   Upper   C0 ^ -> Y v    g75553__2398
0.6138   0.6120   0.4792   Upper   B1 ^ -> Y v    g75553__2398
0.8593   0.6120   0.7053   Upper   A1 v -> Y ^    g75553__2398
1.0187   0.6120   0.6624   Upper   C0 ^ -> Y v    g75470__4319
0.6138   0.6120   0.6546   Upper   B1 ^ -> Y v    g75470__4319
0.8593   0.6120   1.0754   Upper   A1 v -> Y ^    g75470__4319
1.0187   0.6120   0.6058   Upper   C0 ^ -> Y v    g75467__2398
0.6138   0.6120   0.5944   Upper   B1 ^ -> Y v    g75467__2398
0.8593   0.6120   0.9517   Upper   A1 v -> Y ^    g75467__2398
1.0188   0.6120   0.4847   Upper   C0 ^ -> Y v    g75530__2346
0.6138   0.6120   0.4713   Upper   B1 ^ -> Y v    g75530__2346
0.8593   0.6120   0.6893   Upper   A1 v -> Y ^    g75530__2346
1.0187   0.6120   0.4840   Upper   C0 ^ -> Y v    g75494__9945
0.6138   0.6120   0.4705   Upper   B1 ^ -> Y v    g75494__9945
0.8593   0.6120   0.6878   Upper   A1 v -> Y ^    g75494__9945
1.0187   0.6120   0.6210   Upper   C0 ^ -> Y v    g75466__5477
0.6138   0.6120   0.6106   Upper   B1 ^ -> Y v    g75466__5477
0.8593   0.6120   0.9852   Upper   A1 v -> Y ^    g75466__5477
1.0188   0.6120   0.4945   Upper   C0 ^ -> Y v    g75529__2883
0.6138   0.6120   0.4817   Upper   B1 ^ -> Y v    g75529__2883
0.8593   0.6120   0.7102   Upper   A1 v -> Y ^    g75529__2883
1.0187   0.6120   0.5072   Upper   C0 ^ -> Y v    g75712__2802
0.6138   0.6120   0.4952   Upper   B1 ^ -> Y v    g75712__2802
0.8593   0.6120   0.7371   Upper   A1 v -> Y ^    g75712__2802
1.0187   0.6120   0.4941   Upper   C0 ^ -> Y v    g75707__8428
0.6138   0.6120   0.4813   Upper   B1 ^ -> Y v    g75707__8428
0.8593   0.6120   0.7095   Upper   A1 v -> Y ^    g75707__8428
0.6224   0.6120   0.2371   Upper   A1 v -> Y ^    g132858
0.6387   0.6120   0.0759   Upper   A ^ -> Y ^    g75686__6131
0.0080   0.0168   0.1033   Lower   B0 v -> Y ^    g75745__7098
0.0089   0.0168   0.1031   Lower   A0 v -> Y ^    g75745__7098
0.0110   0.0168   0.0397   Lower   AN v -> Y v    g75697__7410
0.6402   0.6120   0.0760   Upper   A v -> Y v    g75684__8246
0.0080   0.0168   0.0486   Lower   B v -> Y ^    g75767__6260
0.7013   0.6120   0.3554   Upper   B1 ^ -> Y v    g133359
0.6943   0.6120   0.3705   Upper   A1 ^ -> Y v    g133359
0.7013   0.6120   0.3531   Upper   B1 ^ -> Y v    g133356
0.6943   0.6120   0.3682   Upper   A1 ^ -> Y v    g133356
0.8130   0.6120   0.3548   Upper   B0 v -> Y ^    g132825
0.8067   0.6120   0.2245   Upper   A v -> Y ^    g132526
0.8067   0.6120   0.2416   Upper   A v -> Y ^    g132621
0.8067   0.6120   0.2290   Upper   A v -> Y ^    g132627
0.8067   0.6120   0.2329   Upper   A v -> Y ^    g132625
0.8067   0.6120   0.2317   Upper   A v -> Y ^    g132626
0.8067   0.6120   0.2292   Upper   A v -> Y ^    g132631
0.8067   0.6120   0.2285   Upper   A v -> Y ^    g132624
0.8067   0.6120   0.2548   Upper   B0 v -> Y ^    g132964
0.8067   0.6120   0.2430   Upper   A v -> Y ^    g132629
0.8067   0.6120   0.2406   Upper   A v -> Y ^    g132628
0.8067   0.6120   0.2454   Upper   A v -> Y ^    g132620
0.8067   0.6120   0.2262   Upper   A v -> Y ^    g132630
0.8067   0.6120   0.2297   Upper   A v -> Y ^    g132622
0.6822   0.6120   0.1809   Upper   B v -> Y ^    g132971
1.0188   0.6120   0.5949   Upper   C1 ^ -> Y v    g75437__9315
0.6137   0.6120   0.5354   Upper   B1 ^ -> Y v    g75437__9315
0.6288   0.6120   0.5133   Upper   B0 ^ -> Y v    g75437__9315
0.8593   0.6120   0.8159   Upper   A1 v -> Y ^    g75437__9315
1.0188   0.6120   0.5835   Upper   C1 ^ -> Y v    g75493__9315
0.6137   0.6120   0.5223   Upper   B1 ^ -> Y v    g75493__9315
0.7204   0.6120   0.5106   Upper   B0 ^ -> Y v    g75493__9315
0.8593   0.6120   0.7905   Upper   A1 v -> Y ^    g75493__9315
1.0188   0.6120   0.5755   Upper   C1 ^ -> Y v    g75418__5107
0.6137   0.6120   0.5131   Upper   B1 ^ -> Y v    g75418__5107
0.6305   0.6120   0.4903   Upper   B0 ^ -> Y v    g75418__5107
0.8593   0.6120   0.7724   Upper   A1 v -> Y ^    g75418__5107
1.0189   0.6120   0.5542   Upper   C1 ^ -> Y v    g75472__5526
0.6138   0.6120   0.4885   Upper   B1 ^ -> Y v    g75472__5526
0.6641   0.6120   0.4690   Upper   B0 ^ -> Y v    g75472__5526
0.8593   0.6120   0.7238   Upper   A1 v -> Y ^    g75472__5526
1.0187   0.6120   0.4865   Upper   C0 ^ -> Y v    g75490__7482
0.6138   0.6120   0.4670   Upper   B1 ^ -> Y v    g75490__7482
0.6790   0.6120   0.6996   Upper   B0 v -> Y ^    g75490__7482
0.8593   0.6120   0.6837   Upper   A1 v -> Y ^    g75490__7482
1.0187   0.6120   0.3501   Upper   C0 ^ -> Y v    g75476__2802
0.6138   0.6120   0.3238   Upper   B1 ^ -> Y v    g75476__2802
0.6618   0.6120   0.2924   Upper   B0 ^ -> Y v    g75476__2802
0.8593   0.6120   0.3755   Upper   A1 v -> Y ^    g75476__2802
1.0187   0.6120   0.3052   Upper   C0 ^ -> Y v    g75473__6783
0.6138   0.6120   0.2843   Upper   B1 ^ -> Y v    g75473__6783
0.6272   0.6120   0.2436   Upper   B0 ^ -> Y v    g75473__6783
0.8593   0.6120   0.3085   Upper   A1 v -> Y ^    g75473__6783
1.0187   0.6120   0.4007   Upper   C0 ^ -> Y v    g75471__8428
0.6138   0.6120   0.3718   Upper   B1 ^ -> Y v    g75471__8428
0.6698   0.6120   0.3465   Upper   B0 ^ -> Y v    g75471__8428
0.8593   0.6120   0.4731   Upper   A1 v -> Y ^    g75471__8428
1.0187   0.6120   0.3196   Upper   C0 ^ -> Y v    g75469__6260
0.6138   0.6120   0.2978   Upper   B1 ^ -> Y v    g75469__6260
0.8593   0.6120   0.3306   Upper   A1 v -> Y ^    g75469__6260
1.0189   0.6120   0.5270   Upper   C1 ^ -> Y v    g75468__5107
0.6138   0.6120   0.4567   Upper   B1 ^ -> Y v    g75468__5107
0.6899   0.6120   0.4394   Upper   B0 ^ -> Y v    g75468__5107
0.8593   0.6120   0.6598   Upper   A1 v -> Y ^    g75468__5107
1.0188   0.6120   0.3477   Upper   C0 ^ -> Y v    g75465__6417
0.6138   0.6120   0.3218   Upper   B1 ^ -> Y v    g75465__6417
0.8593   0.6120   0.3719   Upper   A1 v -> Y ^    g75465__6417
1.0187   0.6120   0.5739   Upper   C0 ^ -> Y v    g75464__7410
0.6138   0.6120   0.5604   Upper   B1 ^ -> Y v    g75464__7410
0.6150   0.6120   0.8968   Upper   B0 v -> Y ^    g75464__7410
0.8593   0.6120   0.8811   Upper   A1 v -> Y ^    g75464__7410
1.0187   0.6120   0.5592   Upper   C0 ^ -> Y v    g75463__1666
0.6138   0.6120   0.5449   Upper   B1 ^ -> Y v    g75463__1666
0.6561   0.6120   0.8657   Upper   B0 v -> Y ^    g75463__1666
0.8593   0.6120   0.8485   Upper   A1 v -> Y ^    g75463__1666
1.0188   0.6120   0.3686   Upper   C0 ^ -> Y v    g75462__2346
0.6138   0.6120   0.3392   Upper   B1 ^ -> Y v    g75462__2346
0.8593   0.6120   0.4046   Upper   A1 v -> Y ^    g75462__2346
1.0188   0.6120   0.4691   Upper   C0 ^ -> Y v    g75461__2883
0.6138   0.6120   0.4548   Upper   B1 ^ -> Y v    g75461__2883
0.6390   0.6120   0.4301   Upper   B0 ^ -> Y v    g75461__2883
0.8593   0.6120   0.6560   Upper   A1 v -> Y ^    g75461__2883
1.0188   0.6120   0.5927   Upper   C0 ^ -> Y v    g75438__9945
0.6138   0.6120   0.5805   Upper   B1 ^ -> Y v    g75438__9945
0.6797   0.6120   0.5674   Upper   B0 ^ -> Y v    g75438__9945
0.8593   0.6120   0.9230   Upper   A1 v -> Y ^    g75438__9945
1.0187   0.6120   0.4986   Upper   C0 ^ -> Y v    g75436__6161
0.6138   0.6120   0.4799   Upper   B1 ^ -> Y v    g75436__6161
0.6418   0.6120   0.7258   Upper   B0 v -> Y ^    g75436__6161
0.8593   0.6120   0.7114   Upper   A1 v -> Y ^    g75436__6161
1.0188   0.6120   0.4034   Upper   C0 ^ -> Y v    g75430__7098
0.6138   0.6120   0.3747   Upper   B1 ^ -> Y v    g75430__7098
0.6696   0.6120   0.3495   Upper   B0 ^ -> Y v    g75430__7098
0.8593   0.6120   0.4794   Upper   A1 v -> Y ^    g75430__7098
1.0186   0.6120   0.4548   Upper   C0 ^ -> Y v    g75425__1617
0.6138   0.6120   0.4331   Upper   B1 ^ -> Y v    g75425__1617
0.7146   0.6120   0.4185   Upper   B0 ^ -> Y v    g75425__1617
0.8593   0.6120   0.6105   Upper   A1 v -> Y ^    g75425__1617
1.0187   0.6120   0.3710   Upper   C0 ^ -> Y v    g75419__6260
0.6138   0.6120   0.3416   Upper   B1 ^ -> Y v    g75419__6260
0.6612   0.6120   0.3125   Upper   B0 ^ -> Y v    g75419__6260
0.8593   0.6120   0.4095   Upper   A1 v -> Y ^    g75419__6260
0.8298   0.6120   0.1467   Upper   B0 v -> Y v    g75747__1881
0.6696   0.6120   0.2802   Upper   C1 ^ -> Y v    g132568
0.6390   0.6120   0.2690   Upper   A0 ^ -> Y v    g132568
0.6618   0.6120   0.2812   Upper   C1 ^ -> Y v    g132562
0.6698   0.6120   0.2782   Upper   A0 ^ -> Y v    g132562
0.6612   0.6120   0.2773   Upper   C1 ^ -> Y v    g132561
0.6272   0.6120   0.2658   Upper   A0 ^ -> Y v    g132561
0.7146   0.6120   0.2860   Upper   C1 ^ -> Y v    g132560
0.6618   0.6120   0.2675   Upper   A0 ^ -> Y v    g132560
0.8032   0.6120   0.2722   Upper   D v -> Y ^    g132821
0.6378   0.6120   0.2260   Upper   B1 ^ -> Y v    g132578
0.8032   0.6120   0.2125   Upper   A2 v -> Y ^    g132578
0.6378   0.6120   0.2239   Upper   B1 ^ -> Y v    g132577
0.8032   0.6120   0.2106   Upper   A2 v -> Y ^    g132577
0.6378   0.6120   0.2290   Upper   B1 ^ -> Y v    g132576
0.8032   0.6120   0.2152   Upper   A2 v -> Y ^    g132576
0.6378   0.6120   0.2260   Upper   B1 ^ -> Y v    g132575
0.8032   0.6120   0.2124   Upper   A2 v -> Y ^    g132575
0.6378   0.6120   0.2239   Upper   B1 ^ -> Y v    g132553
0.8032   0.6120   0.2106   Upper   A2 v -> Y ^    g132553
0.7330   0.6120   0.2421   Upper   A0 ^ -> Y v    g132553
0.6378   0.6120   0.2323   Upper   B1 ^ -> Y v    g132547
0.8032   0.6120   0.2184   Upper   A2 v -> Y ^    g132547
0.6378   0.6120   0.2269   Upper   B1 ^ -> Y v    g132545
0.8032   0.6120   0.2132   Upper   A2 v -> Y ^    g132545
0.7330   0.6120   0.2765   Upper   B0 ^ -> Y v    g132899
0.6378   0.6120   0.2246   Upper   B1 ^ -> Y v    g132546
0.8032   0.6120   0.2112   Upper   A2 v -> Y ^    g132546
0.6378   0.6120   0.2431   Upper   A1 ^ -> Y v    g132816
0.7203   0.6120   0.3471   Upper   A ^ -> Y v    g133362
0.6224   0.6120   0.3840   Upper   A1 v -> Y ^    g75693__9945
0.6224   0.6120   0.4060   Upper   A1 v -> Y ^    g75696__1666
0.6224   0.6120   0.3920   Upper   A1 v -> Y ^    g75687__1881
0.6224   0.6120   0.3988   Upper   A1 v -> Y ^    g75692__9315
0.6150   0.6120   0.3266   Upper   C1 v -> Y ^    g132557
0.6417   0.6120   0.3057   Upper   A0 v -> Y ^    g132557
0.8361   0.6120   0.1649   Upper   B0 v -> Y v    g75751__6161
0.8107   0.6120   0.1672   Upper   B0 v -> Y v    g75753__9945
0.6224   0.6120   0.3680   Upper   A1 v -> Y ^    g75691__6161
0.6984   0.6120   0.2278   Upper   S0 ^ -> Y v    g133583
0.6215   0.6120   0.2163   Upper   A ^ -> Y v    g133907
0.6224   0.6120   0.8028   Upper   A v -> Y ^    FE_DBTC0_n_3173
0.6496   0.6120   0.1849   Upper   A v -> Y ^    g133909
0.6496   0.6120   0.6617   Upper   A v -> Y ^    g133750
0.6723   0.6120   0.0829   Upper   B0 ^ -> Y ^    g133528
0.6723   0.6120   0.0865   Upper   B0 ^ -> Y ^    g133542
0.6723   0.6120   0.0857   Upper   B0 ^ -> Y ^    g133535
0.6723   0.6120   0.0873   Upper   B0 ^ -> Y ^    g133532
0.6723   0.6120   0.0836   Upper   B0 ^ -> Y ^    g133545
0.6723   0.6120   0.0844   Upper   B0 ^ -> Y ^    g133534
0.6724   0.6120   0.1013   Upper   B0 ^ -> Y ^    g133544
0.6724   0.6120   0.0955   Upper   B0 ^ -> Y ^    g133530
0.6724   0.6120   0.0881   Upper   B0 ^ -> Y ^    g133529
0.6723   0.6120   0.0872   Upper   B0 ^ -> Y ^    g133548
0.6723   0.6120   0.0837   Upper   B0 ^ -> Y ^    g133536
0.6723   0.6120   0.0871   Upper   B0 ^ -> Y ^    g133525
0.6724   0.6120   0.0959   Upper   B0 ^ -> Y ^    g133552
0.6724   0.6120   0.0891   Upper   B0 ^ -> Y ^    g133526
0.6724   0.6120   0.0847   Upper   B0 ^ -> Y ^    g133551
0.6724   0.6120   0.0835   Upper   B0 ^ -> Y ^    g133550
0.6724   0.6120   0.0849   Upper   B0 ^ -> Y ^    g133549
0.6724   0.6120   0.0880   Upper   B0 ^ -> Y ^    g133521
0.6724   0.6120   0.0856   Upper   B0 ^ -> Y ^    g133538
0.6724   0.6120   0.0922   Upper   B0 ^ -> Y ^    g133523
0.6724   0.6120   0.0853   Upper   B0 ^ -> Y ^    g133546
0.6724   0.6120   0.0837   Upper   B0 ^ -> Y ^    g133537
0.6724   0.6120   0.0841   Upper   B0 ^ -> Y ^    g133547
0.8396   0.6120   0.2769   Upper   A1 v -> Y ^    g132350
0.6520   0.6120   0.3771   Upper   C0 v -> Y ^    g132865
0.8397   0.6120   0.3476   Upper   A1 v -> Y ^    g132865
0.6520   0.6120   0.3269   Upper   C0 v -> Y ^    g132864
0.8397   0.6120   0.3020   Upper   A1 v -> Y ^    g132864
0.6520   0.6120   0.3381   Upper   C0 v -> Y ^    g132863
0.6377   0.6120   0.2948   Upper   B1 ^ -> Y v    g132863
0.8397   0.6120   0.3116   Upper   A1 v -> Y ^    g132863
0.6520   0.6120   0.3535   Upper   C0 v -> Y ^    g132862
0.6377   0.6120   0.3033   Upper   B1 ^ -> Y v    g132862
0.8397   0.6120   0.3256   Upper   A1 v -> Y ^    g132862
0.6520   0.6120   0.3756   Upper   C0 v -> Y ^    g132861
0.8397   0.6120   0.3462   Upper   A1 v -> Y ^    g132861
0.6520   0.6120   0.3664   Upper   C0 v -> Y ^    g132860
0.8397   0.6120   0.3375   Upper   A1 v -> Y ^    g132860
0.7347   0.6120   0.4864   Upper   A ^ -> Y v    g75528
0.6150   0.6120   0.2007   Upper   A1 v -> Y ^    g132882
0.9558   0.6120   0.2760   Upper   A0 ^ -> Y v    g132882
0.7064   0.6120   0.4814   Upper   A ^ -> Y v    g75550
0.6418   0.6120   0.2412   Upper   A1 v -> Y ^    g132883
0.9558   0.6120   0.3088   Upper   A0 ^ -> Y v    g132883
0.7380   0.6120   0.5440   Upper   A v -> Y ^    g75448
0.6843   0.6120   0.5389   Upper   A v -> Y ^    g75445
0.9558   0.6120   0.2666   Upper   B ^ -> Y v    g132965
0.6736   0.6120   0.2335   Upper   B v -> Y ^    g75703__4319
0.6896   0.6120   0.4957   Upper   A ^ -> Y v    g75527
0.6879   0.6120   0.4838   Upper   A ^ -> Y v    g75487
0.7146   0.6120   0.3071   Upper   A1 ^ -> Y v    g132871
0.9558   0.6120   0.3063   Upper   A0 ^ -> Y v    g132871
0.6987   0.6120   0.5506   Upper   A v -> Y ^    g75444
0.7116   0.6120   0.4971   Upper   A ^ -> Y v    g75526
0.9558   0.6120   0.3336   Upper   A0 ^ -> Y v    g132892
0.6736   0.6120   0.3344   Upper   C0 v -> Y ^    g132859
0.7281   0.6120   0.3013   Upper   A0 v -> Y ^    g132859
0.7401   0.6120   0.4910   Upper   A ^ -> Y v    g75705
0.6736   0.6120   0.2086   Upper   B v -> Y ^    g134015
0.7109   0.6120   0.4862   Upper   A ^ -> Y v    g75704
0.9558   0.6120   0.3391   Upper   C0 ^ -> Y v    g132548
0.6387   0.6120   0.2375   Upper   B ^ -> Y v    g75688__5115
0.6387   0.6120   0.2963   Upper   S0 ^ -> Y v    g75679__1617
0.0063   0.0168   0.2051   Lower   A v -> Y ^    g75679__1617
0.6387   0.6120   0.3475   Upper   A ^ -> Y v    g75675__5526
0.6402   0.6120   0.5239   Upper   A v -> Y ^    g75677__3680
0.6736   0.6120   0.2264   Upper   B v -> Y ^    g134014
0.8067   0.6120   0.5299   Upper   A v -> Y ^    g133050
0.8067   0.6120   0.2332   Upper   A v -> Y ^    g132404
0.8067   0.6120   0.2319   Upper   A v -> Y ^    g132368
0.8067   0.6120   0.2272   Upper   A v -> Y ^    g132365
0.8067   0.6120   0.2403   Upper   A v -> Y ^    g132370
0.8067   0.6120   0.2281   Upper   A v -> Y ^    g132372
0.8067   0.6120   0.2425   Upper   A v -> Y ^    g132527
0.8067   0.6120   0.2650   Upper   A v -> Y ^    g132371
0.8067   0.6120   0.2231   Upper   B0 v -> Y ^    g132399
0.8067   0.6120   0.2286   Upper   A v -> Y ^    g132367
0.8067   0.6120   0.2383   Upper   A v -> Y ^    g132369
0.7008   0.6120   0.4937   Upper   A v -> Y ^    g133384
0.7219   0.6120   1.0081   Upper   B0 v -> Y ^    g133376
0.7047   0.6120   1.0000   Upper   A1 v -> Y ^    g133376
0.0080   0.0168   1.0134   Lower   A0 v -> Y ^    g133376
0.7219   0.6120   0.3914   Upper   B0 v -> Y ^    g133373
0.7046   0.6120   0.3454   Upper   A1 v -> Y ^    g133373
0.0104   0.0168   0.2742   Lower   A0 v -> Y ^    g133373
0.7219   0.6120   0.4054   Upper   B0 v -> Y ^    g133372
0.7047   0.6120   0.3597   Upper   A1 v -> Y ^    g133372
0.0124   0.0168   0.2925   Lower   A0 v -> Y ^    g133372
0.7219   0.6120   0.4234   Upper   B0 v -> Y ^    g133370
0.7047   0.6120   0.3783   Upper   A1 v -> Y ^    g133370
0.0099   0.0168   0.3158   Lower   A0 v -> Y ^    g133370
0.7219   0.6120   0.3565   Upper   B0 v -> Y ^    g133369
0.7047   0.6120   0.3108   Upper   A1 v -> Y ^    g133369
0.0107   0.0168   0.2305   Lower   A0 v -> Y ^    g133369
0.7219   0.6120   0.3664   Upper   B0 v -> Y ^    g133368
0.7047   0.6120   0.3206   Upper   A1 v -> Y ^    g133368
0.0121   0.0168   0.2429   Lower   A0 v -> Y ^    g133368
0.7219   0.6120   0.3980   Upper   B0 v -> Y ^    g133367
0.7047   0.6120   0.3522   Upper   A1 v -> Y ^    g133367
0.0118   0.0168   0.2829   Lower   A0 v -> Y ^    g133367
0.7219   0.6120   0.4461   Upper   B0 v -> Y ^    g133366
0.7047   0.6120   0.4021   Upper   A1 v -> Y ^    g133366
0.0089   0.0168   0.3460   Lower   A0 v -> Y ^    g133366
0.7219   0.6120   0.4239   Upper   B0 v -> Y ^    g133365
0.7046   0.6120   0.3788   Upper   A1 v -> Y ^    g133365
0.0102   0.0168   0.3165   Lower   A0 v -> Y ^    g133365
0.7219   0.6120   0.4083   Upper   B0 v -> Y ^    g133364
0.7047   0.6120   0.3626   Upper   A1 v -> Y ^    g133364
0.0109   0.0168   0.2960   Lower   A0 v -> Y ^    g133364
0.7219   0.6120   0.3902   Upper   B0 v -> Y ^    g133363
0.7047   0.6120   0.3443   Upper   A1 v -> Y ^    g133363
0.0112   0.0168   0.2729   Lower   A0 v -> Y ^    g133363
0.6224   0.6120   0.2027   Upper   B v -> Y ^    g133931
0.6149   0.6120   0.2762   Upper   A v -> Y ^    g133015
0.6278   0.6120   0.6462   Upper   A v -> Y ^    g75416
0.6172   0.6120   0.6704   Upper   A v -> Y ^    g75486
0.7764   0.6120   0.5719   Upper   A ^ -> Y v    g75397
0.7277   0.6120   0.5786   Upper   A ^ -> Y v    g75450
0.6996   0.6120   0.5142   Upper   A ^ -> Y v    g75483
0.6629   0.6120   0.5482   Upper   A ^ -> Y v    g75446
0.6543   0.6120   0.5330   Upper   A v -> Y ^    g75442
0.6406   0.6120   0.5419   Upper   A v -> Y ^    g75441
0.6560   0.6120   0.5300   Upper   A ^ -> Y v    g75439
0.6720   0.6120   0.6047   Upper   A v -> Y ^    g75417
0.7258   0.6120   0.5117   Upper   A ^ -> Y v    g75415
0.6197   0.6120   0.4829   Upper   A ^ -> Y v    g75404
0.6797   0.6120   0.2571   Upper   B1 ^ -> Y v    g132895
0.6288   0.6120   0.2659   Upper   A1 ^ -> Y v    g132895
0.9558   0.6120   0.2870   Upper   A0 ^ -> Y v    g132895
0.6698   0.6120   0.2520   Upper   B1 ^ -> Y v    g132879
0.6797   0.6120   0.2764   Upper   A1 ^ -> Y v    g132879
0.9558   0.6120   0.2845   Upper   A0 ^ -> Y v    g132879
0.6272   0.6120   0.2361   Upper   B1 ^ -> Y v    g132878
0.6696   0.6120   0.2687   Upper   A1 ^ -> Y v    g132878
0.9558   0.6120   0.2794   Upper   A0 ^ -> Y v    g132878
0.6641   0.6120   0.2615   Upper   A1 ^ -> Y v    g132897
