# Time Unit : 1e-09 seconds (ns)
# ActualValue: Actual value of slew seen during delay calculation. This is the value that fell out of bound.
# BoundValue: Bound value of slew. This is the first or last value for which characterization information is present in the library.
# BoundType: Lower or Upper, corresponding to whether the actual value is respectively smaller or greater than the bound value.
# Arc: Arc specification from source pin to sink pin (including rise/fall information for both).
# Instance: Full hierarchical name of the instance.
ActualValue    BoundValue    OutputValue    BoundType    Arc    Instance
0.6149   0.6120   0.1946   Upper   A v -> Y ^    g133291
0.6984   0.6120   0.2180   Upper   S0 ^ -> Y v    g133592
0.6149   0.6120   0.1974   Upper   A v -> Y ^    g133296
0.6149   0.6120   0.1969   Upper   A v -> Y ^    g133300
0.6980   0.6120   0.2360   Upper   S0 ^ -> Y v    g133580
0.6979   0.6120   0.2541   Upper   S0 ^ -> Y v    g133573
0.6149   0.6120   0.2200   Upper   A v -> Y ^    g133202
0.6979   0.6120   0.2491   Upper   S0 ^ -> Y v    g133575
0.6149   0.6120   0.1969   Upper   A v -> Y ^    g133305
0.6980   0.6120   0.2265   Upper   S0 ^ -> Y v    g133579
0.6149   0.6120   0.1966   Upper   A v -> Y ^    g133205
0.6149   0.6120   0.1995   Upper   A v -> Y ^    g133307
0.7290   0.6120   0.3483   Upper   B0 v -> Y ^    g129970__2883
0.8052   0.6120   0.5343   Upper   A0 v -> Y ^    g129970__2883
0.7290   0.6120   0.2914   Upper   B0 v -> Y ^    g129960__8246
0.7959   0.6120   0.3622   Upper   A0 v -> Y ^    g129960__8246
0.7290   0.6120   0.3497   Upper   B0 v -> Y ^    g129971__2346
0.8253   0.6120   0.5406   Upper   A0 v -> Y ^    g129971__2346
0.7290   0.6120   0.3667   Upper   B0 v -> Y ^    g129962__6131
0.7783   0.6120   0.6009   Upper   A1 v -> Y ^    g129962__6131
0.7578   0.6120   0.5917   Upper   A0 v -> Y ^    g129962__6131
0.7290   0.6120   0.3158   Upper   B0 v -> Y ^    g129966__4733
0.6344   0.6120   0.4382   Upper   A2 v -> Y ^    g129966__4733
0.9492   0.6120   0.4694   Upper   A1 v -> Y ^    g129966__4733
0.8909   0.6120   0.4417   Upper   A0 v -> Y ^    g129966__4733
0.7290   0.6120   0.3515   Upper   B0 v -> Y ^    g129961__7098
0.6373   0.6120   0.5383   Upper   A1 v -> Y ^    g129961__7098
0.7290   0.6120   0.3257   Upper   B0 v -> Y ^    g129958__1705
0.7290   0.6120   0.3184   Upper   B0 v -> Y ^    g129963__1881
0.8306   0.6120   0.4631   Upper   A1 v -> Y ^    g129963__1881
0.9398   0.6120   0.4593   Upper   A0 v -> Y ^    g129963__1881
0.7290   0.6120   0.3983   Upper   B0 v -> Y ^    g129967__6161
0.7391   0.6120   0.7182   Upper   A0 v -> Y ^    g129967__6161
0.7290   0.6120   0.3251   Upper   B0 v -> Y ^    g129968__9315
0.9467   0.6120   0.4951   Upper   A1 v -> Y ^    g129968__9315
0.8651   0.6120   0.4654   Upper   A0 v -> Y ^    g129968__9315
0.7290   0.6120   0.3318   Upper   B0 v -> Y ^    g129965__7482
0.9185   0.6120   0.4955   Upper   A0 v -> Y ^    g129965__7482
0.7290   0.6120   0.3477   Upper   B0 v -> Y ^    g129964__5115
0.7203   0.6120   0.5352   Upper   A1 v -> Y ^    g129964__5115
0.7630   0.6120   0.5288   Upper   A0 v -> Y ^    g129964__5115
0.6532   0.6120   0.3653   Upper   D ^ -> Y v    g129930__1666
0.7286   0.6120   0.3258   Upper   B0 v -> Y ^    g129933__5477
0.6995   0.6120   0.4543   Upper   A0 v -> Y ^    g129933__5477
0.7286   0.6120   0.3380   Upper   B0 v -> Y ^    g129932__6417
0.6164   0.6120   0.3372   Upper   D ^ -> Y v    g129925__6161
0.6184   0.6120   0.3282   Upper   D ^ -> Y v    g129924__4733
0.6612   0.6120   0.3441   Upper   D ^ -> Y v    g129926__9315
0.7636   0.6120   0.1922   Upper   A1 ^ -> Y v    g129922__5115
0.6418   0.6120   0.2761   Upper   D ^ -> Y v    g129921__1881
0.8130   0.6120   0.3751   Upper   A0 v -> Y ^    g132831
0.8067   0.6120   0.3305   Upper   B0 v -> Y ^    g75596__2346
0.8067   0.6120   0.2496   Upper   B0 v -> Y ^    g75597__1666
0.6142   0.6120   0.1848   Upper   A0 ^ -> Y v    g75597__1666
0.8067   0.6120   0.2396   Upper   B0 v -> Y ^    g75599__6417
0.6378   0.6120   0.1823   Upper   A0 ^ -> Y v    g75599__6417
0.6448   0.6120   0.0972   Upper   D v -> Y v    g129993__8428
0.7407   0.6120   0.1196   Upper   D v -> Y v    g130045__2398
0.6618   0.6120   0.1199   Upper   A v -> Y v    g130045__2398
0.8634   0.6120   0.1102   Upper   B v -> Y v    g130036__6161
0.7335   0.6120   0.1057   Upper   A v -> Y v    g130036__6161
0.6563   0.6120   0.1155   Upper   C v -> Y v    g130002__7098
0.9410   0.6120   0.1443   Upper   A v -> Y v    g130038__9945
0.8102   0.6120   0.1001   Upper   D v -> Y v    g130035__4733
0.6697   0.6120   0.0997   Upper   D v -> Y v    g130037__9315
0.6779   0.6120   0.1018   Upper   A v -> Y v    g130037__9315
0.9465   0.6120   0.1042   Upper   D v -> Y v    g130039__2883
0.8132   0.6120   0.1032   Upper   A v -> Y v    g130039__2883
0.7047   0.6120   0.1057   Upper   C v -> Y v    g129994__5526
0.6271   0.6120   0.1096   Upper   C v -> Y v    g129996__3680
0.8826   0.6120   0.1056   Upper   A v -> Y v    g130044__5477
0.8121   0.6120   0.1164   Upper   D v -> Y v    g130040__2346
0.8990   0.6120   0.1238   Upper   A v -> Y v    g130040__2346
0.6666   0.6120   0.1051   Upper   D v -> Y v    g130043__6417
0.6987   0.6120   0.1085   Upper   A v -> Y v    g130043__6417
0.7196   0.6120   0.1022   Upper   C v -> Y v    g130001__8246
0.8606   0.6120   0.1090   Upper   D v -> Y v    g130042__7410
0.8833   0.6120   0.1135   Upper   A v -> Y v    g130042__7410
0.7969   0.6120   0.1159   Upper   D v -> Y v    g130041__1666
0.7718   0.6120   0.1187   Upper   A v -> Y v    g130041__1666
0.6547   0.6120   0.1047   Upper   D v -> Y v    g130000__5122
0.6149   0.6120   0.1932   Upper   A v -> Y ^    g133290
0.6149   0.6120   0.1960   Upper   A v -> Y ^    g133292
0.6984   0.6120   0.2337   Upper   S0 ^ -> Y v    g133591
0.6149   0.6120   0.1856   Upper   A v -> Y ^    g133301
0.6149   0.6120   0.1904   Upper   A v -> Y ^    g133308
0.6980   0.6120   0.2280   Upper   S0 ^ -> Y v    g133557
0.6149   0.6120   0.1987   Upper   A v -> Y ^    g133203
0.6149   0.6120   0.1947   Upper   A v -> Y ^    g133304
0.6980   0.6120   0.2358   Upper   S0 ^ -> Y v    g133578
0.6521   0.6120   0.3241   Upper   C ^ -> Y v    g129899__9945
0.8067   0.6120   0.2534   Upper   B0 v -> Y ^    g75598__7410
0.6128   0.6120   0.1871   Upper   A0 ^ -> Y v    g75598__7410
0.6149   0.6120   0.1998   Upper   A v -> Y ^    g133293
0.6149   0.6120   0.1911   Upper   A v -> Y ^    g133309
0.6149   0.6120   0.2190   Upper   A v -> Y ^    g133204
0.8130   0.6120   0.3196   Upper   A0 v -> Y ^    g132832
0.8130   0.6120   0.3647   Upper   A0 v -> Y ^    g132833
0.8067   0.6120   0.4014   Upper   B0 v -> Y ^    g75610__6783
0.6199   0.6120   0.3376   Upper   A0 v -> Y ^    g75610__6783
0.8130   0.6120   0.3388   Upper   A0 v -> Y ^    g132834
0.8067   0.6120   0.2445   Upper   B0 v -> Y ^    g75572__3680
0.6860   0.6120   0.1977   Upper   A1 v -> Y ^    g75572__3680
0.6332   0.6120   0.3278   Upper   C ^ -> Y v    g129898__9315
0.8130   0.6120   0.3221   Upper   A0 v -> Y ^    g132835
0.8067   0.6120   0.2386   Upper   B0 v -> Y ^    g75573__1617
0.6860   0.6120   0.1940   Upper   A1 v -> Y ^    g75573__1617
0.8130   0.6120   0.3075   Upper   A0 v -> Y ^    g132836
0.8130   0.6120   0.3245   Upper   A0 v -> Y ^    g132847
0.8067   0.6120   0.2438   Upper   B0 v -> Y ^    g75574__2802
0.6860   0.6120   0.1972   Upper   A1 v -> Y ^    g75574__2802
0.8067   0.6120   0.4146   Upper   B0 v -> Y ^    g75576__5122
0.6860   0.6120   0.3522   Upper   A1 v -> Y ^    g75576__5122
0.8067   0.6120   0.2537   Upper   B0 v -> Y ^    g75575__1705
0.6860   0.6120   0.2035   Upper   A1 v -> Y ^    g75575__1705
0.8130   0.6120   0.3147   Upper   A0 v -> Y ^    g132837
0.8067   0.6120   0.2816   Upper   B0 v -> Y ^    g75577__8246
0.6860   0.6120   0.2221   Upper   A1 v -> Y ^    g75577__8246
0.8130   0.6120   0.3204   Upper   A0 v -> Y ^    g132838
0.8067   0.6120   0.2769   Upper   B0 v -> Y ^    g75578__7098
0.6860   0.6120   0.2181   Upper   A1 v -> Y ^    g75578__7098
0.6975   0.6120   0.3320   Upper   C0 ^ -> Y v    g129849__3680
0.7182   0.6120   0.3303   Upper   C ^ -> Y v    g129911__5526
0.8067   0.6120   0.2774   Upper   B0 v -> Y ^    g75579__6131
0.6860   0.6120   0.2185   Upper   A1 v -> Y ^    g75579__6131
0.6825   0.6120   0.2461   Upper   A0 ^ -> Y v    g75579__6131
0.7903   0.6120   0.3622   Upper   A1 v -> Y ^    g129842__6260
0.7602   0.6120   0.3309   Upper   C ^ -> Y v    g129913__3680
0.8130   0.6120   0.3036   Upper   A0 v -> Y ^    g132824
0.8130   0.6120   0.3275   Upper   A0 v -> Y ^    g132839
0.8130   0.6120   0.3152   Upper   A0 v -> Y ^    g132840
0.8067   0.6120   0.2365   Upper   A v -> Y ^    g129841__5107
0.8067   0.6120   0.2421   Upper   A v -> Y ^    g129840__2398
0.9502   0.6120   0.2606   Upper   A1 ^ -> Y v    g129917__5122
0.8130   0.6120   0.3000   Upper   A0 v -> Y ^    g132827
0.8067   0.6120   0.2511   Upper   B0 v -> Y ^    g75580__1881
0.6860   0.6120   0.2019   Upper   A1 v -> Y ^    g75580__1881
0.8296   0.6120   0.2487   Upper   A0 ^ -> Y v    g75580__1881
0.8067   0.6120   0.2615   Upper   B0 v -> Y ^    g75571__6783
0.6860   0.6120   0.2083   Upper   A1 v -> Y ^    g75571__6783
0.8130   0.6120   0.3263   Upper   A0 v -> Y ^    g132842
0.8130   0.6120   0.3047   Upper   A0 v -> Y ^    g132841
0.8067   0.6120   0.2508   Upper   B0 v -> Y ^    g75581__5115
0.6860   0.6120   0.2017   Upper   A1 v -> Y ^    g75581__5115
0.7693   0.6120   0.2388   Upper   A0 ^ -> Y v    g75581__5115
0.8067   0.6120   0.2380   Upper   B0 v -> Y ^    g75605__8428
0.7227   0.6120   0.1957   Upper   A0 ^ -> Y v    g75605__8428
0.8067   0.6120   0.2227   Upper   B0 v -> Y ^    g75591__4733
0.6542   0.6120   0.1744   Upper   A0 ^ -> Y v    g75591__4733
0.7555   0.6120   0.2173   Upper   A1 ^ -> Y v    g129916__1705
0.8130   0.6120   0.3006   Upper   A0 v -> Y ^    g132872
0.8130   0.6120   0.3203   Upper   A0 v -> Y ^    g132843
0.8067   0.6120   0.2208   Upper   B0 v -> Y ^    g75592__6161
0.8130   0.6120   0.3082   Upper   A0 v -> Y ^    g132844
0.8067   0.6120   0.2253   Upper   B0 v -> Y ^    g75593__9315
0.8130   0.6120   0.3074   Upper   A0 v -> Y ^    g132870
0.8130   0.6120   0.3217   Upper   A0 v -> Y ^    g132823
0.8130   0.6120   0.3058   Upper   A0 v -> Y ^    g132869
0.8067   0.6120   0.2389   Upper   A v -> Y ^    g75609__5526
0.8130   0.6120   0.3395   Upper   A0 v -> Y ^    g132874
0.8130   0.6120   0.3220   Upper   A0 v -> Y ^    g132845
0.8130   0.6120   0.2622   Upper   A0 v -> Y ^    g132873
