# Time Unit : 1e-09 seconds (ns)
# ActualValue: Actual value of slew seen during delay calculation. This is the value that fell out of bound.
# BoundValue: Bound value of slew. This is the first or last value for which characterization information is present in the library.
# BoundType: Lower or Upper, corresponding to whether the actual value is respectively smaller or greater than the bound value.
# Arc: Arc specification from source pin to sink pin (including rise/fall information for both).
# Instance: Full hierarchical name of the instance.
ActualValue    BoundValue    OutputValue    BoundType    Arc    Instance
0.9458   0.6120   0.2590   Upper   B v -> Y ^    g132647
0.9458   0.6120   0.2666   Upper   B v -> Y ^    g132637
0.9458   0.6120   0.2707   Upper   B v -> Y ^    g132635
0.9458   0.6120   0.2598   Upper   B v -> Y ^    g132633
0.8351   0.6120   0.1322   Upper   A1N v -> Y v    g132615
0.8351   0.6120   0.1184   Upper   A1N v -> Y v    g132614
0.8351   0.6120   0.1116   Upper   A1N v -> Y v    g132613
0.8351   0.6120   0.1256   Upper   A1N v -> Y v    g132612
0.8015   0.6120   0.2837   Upper   C0 v -> Y ^    g132572
0.8015   0.6120   0.2895   Upper   C0 v -> Y ^    g132555
0.6149   0.6120   0.2350   Upper   A0 v -> Y ^    g132555
0.8015   0.6120   0.2823   Upper   B0 v -> Y ^    g132888
0.6611   0.6120   0.2848   Upper   A1 ^ -> Y v    g132888
0.9444   0.6120   0.2960   Upper   A0 ^ -> Y v    g132888
0.8015   0.6120   0.2866   Upper   C0 v -> Y ^    g132558
0.6789   0.6120   0.2451   Upper   A0 v -> Y ^    g132558
0.8015   0.6120   0.2494   Upper   B0 v -> Y ^    g132887
0.6560   0.6120   0.2034   Upper   A1 v -> Y ^    g132887
0.9443   0.6120   0.2610   Upper   A0 ^ -> Y v    g132887
0.8015   0.6120   0.2793   Upper   C0 v -> Y ^    g132556
0.6560   0.6120   0.2347   Upper   A0 v -> Y ^    g132556
0.8015   0.6120   0.2814   Upper   C0 v -> Y ^    g132559
0.7145   0.6120   0.2539   Upper   A0 ^ -> Y v    g132559
0.8015   0.6120   0.2719   Upper   B0 v -> Y ^    g133181
0.8015   0.6120   0.3017   Upper   C0 v -> Y ^    g132552
0.8015   0.6120   0.2436   Upper   B0 v -> Y ^    g132894
0.9443   0.6120   0.2565   Upper   A0 ^ -> Y v    g132894
0.8015   0.6120   0.2840   Upper   C0 v -> Y ^    g132550
0.0083   0.0168   0.0667   Lower   B0 v -> Y ^    g75652__1881
0.0071   0.0168   0.0758   Lower   A0 v -> Y ^    g75652__1881
0.0091   0.0168   0.0789   Lower   B0 v -> Y ^    g75651__6131
0.0069   0.0168   0.0880   Lower   A0 v -> Y ^    g75651__6131
0.0072   0.0168   0.0698   Lower   B0 v -> Y ^    g75649__8246
0.0065   0.0168   0.0789   Lower   A0 v -> Y ^    g75649__8246
0.6402   0.6120   0.0882   Upper   B0 ^ -> Y ^    g133105
0.0091   0.0168   0.0716   Lower   B0 v -> Y ^    g133555
0.0063   0.0168   0.0806   Lower   A0 v -> Y ^    g133555
0.0114   0.0168   0.0724   Lower   B0 v -> Y ^    g133533
0.0068   0.0168   0.0814   Lower   A0 v -> Y ^    g133533
0.0100   0.0168   0.0946   Lower   B0 v -> Y ^    g133522
0.0065   0.0168   0.1038   Lower   A0 v -> Y ^    g133522
0.6402   0.6120   0.0857   Upper   B0 ^ -> Y ^    g133106
0.6402   0.6120   0.0887   Upper   B0 ^ -> Y ^    g133104
0.8040   0.6120   0.2673   Upper   A0 v -> Y ^    g132826
0.7223   0.6120   0.0935   Upper   A0N v -> Y v    g132959
0.7223   0.6120   0.4935   Upper   A v -> Y ^    g133385
0.7223   0.6120   0.0916   Upper   A0N v -> Y v    g132961
0.7223   0.6120   0.2805   Upper   C1 v -> Y ^    g133088
0.7138   0.6120   0.2745   Upper   B0 v -> Y ^    g133088
0.7126   0.6120   0.2540   Upper   A1 v -> Y ^    g133088
0.0077   0.0168   0.1656   Lower   A0 v -> Y ^    g133088
0.7223   0.6120   0.0933   Upper   A0N v -> Y v    g132962
0.7223   0.6120   0.0925   Upper   A0N v -> Y v    g132960
0.7223   0.6120   0.2626   Upper   C1 v -> Y ^    g133097
0.7137   0.6120   0.2598   Upper   B0 v -> Y ^    g133097
0.7126   0.6120   0.2401   Upper   A1 v -> Y ^    g133097
0.0063   0.0168   0.1482   Lower   A0 v -> Y ^    g133097
0.7223   0.6120   0.0906   Upper   A0N v -> Y v    g132963
0.7223   0.6120   0.2716   Upper   C1 v -> Y ^    g133087
0.7138   0.6120   0.2668   Upper   B0 v -> Y ^    g133087
0.7127   0.6120   0.2467   Upper   A1 v -> Y ^    g133087
0.0089   0.0168   0.1564   Lower   A0 v -> Y ^    g133087
0.7223   0.6120   0.0955   Upper   A0N v -> Y v    g132948
0.7223   0.6120   0.2767   Upper   C1 v -> Y ^    g133089
0.7138   0.6120   0.2712   Upper   B0 v -> Y ^    g133089
0.7126   0.6120   0.2508   Upper   A1 v -> Y ^    g133089
0.0079   0.0168   0.1616   Lower   A0 v -> Y ^    g133089
0.7223   0.6120   0.2592   Upper   C1 v -> Y ^    g133098
0.7137   0.6120   0.2575   Upper   B0 v -> Y ^    g133098
0.7126   0.6120   0.2379   Upper   A1 v -> Y ^    g133098
0.0065   0.0168   0.1455   Lower   A0 v -> Y ^    g133098
0.7223   0.6120   0.2807   Upper   C1 v -> Y ^    g133101
0.7137   0.6120   0.2747   Upper   B0 v -> Y ^    g133101
0.7126   0.6120   0.2541   Upper   A1 v -> Y ^    g133101
0.0060   0.0168   0.1658   Lower   A0 v -> Y ^    g133101
0.7223   0.6120   0.2685   Upper   C1 v -> Y ^    g133090
0.7138   0.6120   0.2641   Upper   B0 v -> Y ^    g133090
0.7127   0.6120   0.2442   Upper   A1 v -> Y ^    g133090
0.0086   0.0168   0.1533   Lower   A0 v -> Y ^    g133090
0.7223   0.6120   0.0937   Upper   A0N v -> Y v    g132947
0.7223   0.6120   0.2625   Upper   C1 v -> Y ^    g133085
0.7138   0.6120   0.2598   Upper   B0 v -> Y ^    g133085
0.7127   0.6120   0.2400   Upper   A1 v -> Y ^    g133085
0.0092   0.0168   0.1481   Lower   A0 v -> Y ^    g133085
0.7223   0.6120   0.2798   Upper   C1 v -> Y ^    g133086
0.7138   0.6120   0.2739   Upper   B0 v -> Y ^    g133086
0.7127   0.6120   0.2534   Upper   A1 v -> Y ^    g133086
0.0115   0.0168   0.1648   Lower   A0 v -> Y ^    g133086
0.7223   0.6120   0.0972   Upper   A0N v -> Y v    g132945
0.7223   0.6120   0.2507   Upper   C1 v -> Y ^    g133100
0.7137   0.6120   0.2516   Upper   B0 v -> Y ^    g133100
0.7126   0.6120   0.2323   Upper   A1 v -> Y ^    g133100
0.0068   0.0168   0.1387   Lower   A0 v -> Y ^    g133100
0.7223   0.6120   0.2575   Upper   C1 v -> Y ^    g133099
0.7137   0.6120   0.2563   Upper   B0 v -> Y ^    g133099
0.7126   0.6120   0.2368   Upper   A1 v -> Y ^    g133099
0.0062   0.0168   0.1441   Lower   A0 v -> Y ^    g133099
0.7223   0.6120   0.2684   Upper   C1 v -> Y ^    g133091
0.7138   0.6120   0.2641   Upper   B0 v -> Y ^    g133091
0.7126   0.6120   0.2441   Upper   A1 v -> Y ^    g133091
0.0092   0.0168   0.1532   Lower   A0 v -> Y ^    g133091
0.7223   0.6120   0.0916   Upper   A0N v -> Y v    g132958
0.8109   0.6120   0.1997   Upper   B0 v -> Y ^    g133068
0.7222   0.6120   0.0905   Upper   A0N v -> Y v    g133068
0.8109   0.6120   0.2125   Upper   B0 v -> Y ^    g133069
0.7222   0.6120   0.1006   Upper   A0N v -> Y v    g133069
0.8109   0.6120   0.2009   Upper   B0 v -> Y ^    g132938
0.7222   0.6120   0.0915   Upper   A0N v -> Y v    g132938
0.8109   0.6120   0.2165   Upper   B0 v -> Y ^    g133070
0.7222   0.6120   0.1039   Upper   A0N v -> Y v    g133070
0.8109   0.6120   0.2025   Upper   B0 v -> Y ^    g133066
0.7222   0.6120   0.0926   Upper   A0N v -> Y v    g133066
0.8109   0.6120   0.2021   Upper   B0 v -> Y ^    g133067
0.7222   0.6120   0.0923   Upper   A0N v -> Y v    g133067
0.8109   0.6120   0.2145   Upper   B0 v -> Y ^    g132933
0.7222   0.6120   0.1022   Upper   A0N v -> Y v    g132933
0.8109   0.6120   0.2023   Upper   B0 v -> Y ^    g133124
0.7222   0.6120   0.0925   Upper   A0N v -> Y v    g133124
0.8109   0.6120   0.1979   Upper   B0 v -> Y ^    g132935
0.7222   0.6120   0.0892   Upper   A0N v -> Y v    g132935
0.8109   0.6120   0.1986   Upper   B0 v -> Y ^    g132934
0.7222   0.6120   0.0897   Upper   A0N v -> Y v    g132934
0.8109   0.6120   0.2190   Upper   B0 v -> Y ^    g132936
0.7222   0.6120   0.1060   Upper   A0N v -> Y v    g132936
0.7222   0.6120   0.0909   Upper   A0N v -> Y v    g132957
0.8109   0.6120   0.2146   Upper   B0 v -> Y ^    g133065
0.7222   0.6120   0.1023   Upper   A0N v -> Y v    g133065
0.7222   0.6120   0.0913   Upper   A0N v -> Y v    g132956
0.7222   0.6120   0.0913   Upper   A0N v -> Y v    g132954
0.7222   0.6120   0.0894   Upper   A0N v -> Y v    g132949
0.7222   0.6120   0.0887   Upper   A0N v -> Y v    g132955
0.7222   0.6120   0.0975   Upper   A0N v -> Y v    g132950
0.7222   0.6120   0.0981   Upper   A0N v -> Y v    g132951
0.8865   0.6120   0.4610   Upper   C0 v -> Y ^    g75665__5477
0.6183   0.6120   0.3891   Upper   B1 ^ -> Y v    g75665__5477
0.0107   0.0168   0.4208   Lower   B0 v -> Y ^    g75665__5477
0.6730   0.6120   0.4518   Upper   A1 v -> Y ^    g75665__5477
0.6271   0.6120   0.3757   Upper   A0 ^ -> Y v    g75665__5477
0.6806   0.6120   0.3312   Upper   C0 v -> Y ^    g75664__6417
0.6183   0.6120   0.3207   Upper   B1 ^ -> Y v    g75664__6417
0.0115   0.0168   0.2866   Lower   B0 v -> Y ^    g75664__6417
0.6730   0.6120   0.3378   Upper   A1 v -> Y ^    g75664__6417
0.6389   0.6120   0.3085   Upper   A0 ^ -> Y v    g75664__6417
0.6183   0.6120   0.4870   Upper   B1 ^ -> Y v    g75663__7410
0.0092   0.0168   0.6119   Lower   B0 v -> Y ^    g75663__7410
0.6730   0.6120   0.6220   Upper   A1 v -> Y ^    g75663__7410
0.6796   0.6120   0.4868   Upper   A0 ^ -> Y v    g75663__7410
0.6183   0.6120   0.5139   Upper   B1 ^ -> Y v    g75662__1666
0.0100   0.0168   0.6630   Lower   B0 v -> Y ^    g75662__1666
0.6730   0.6120   0.6688   Upper   A1 v -> Y ^    g75662__1666
0.6695   0.6120   0.5142   Upper   A0 ^ -> Y v    g75662__1666
0.7763   0.6120   0.4944   Upper   C0 v -> Y ^    g75661__2346
0.6183   0.6120   0.4373   Upper   B1 ^ -> Y v    g75661__2346
0.0110   0.0168   0.5158   Lower   B0 v -> Y ^    g75661__2346
0.6730   0.6120   0.5352   Upper   A1 v -> Y ^    g75661__2346
0.7744   0.6120   0.4398   Upper   C0 v -> Y ^    g75660__2883
0.6183   0.6120   0.3911   Upper   B1 ^ -> Y v    g75660__2883
0.0113   0.0168   0.4250   Lower   B0 v -> Y ^    g75660__2883
0.6730   0.6120   0.4554   Upper   A1 v -> Y ^    g75660__2883
0.7924   0.6120   0.4432   Upper   C0 v -> Y ^    g75659__9945
0.6183   0.6120   0.3909   Upper   B1 ^ -> Y v    g75659__9945
0.0106   0.0168   0.4244   Lower   B0 v -> Y ^    g75659__9945
0.6730   0.6120   0.4549   Upper   A1 v -> Y ^    g75659__9945
0.8967   0.6120   0.3638   Upper   C0 v -> Y ^    g75658__9315
0.6183   0.6120   0.3026   Upper   B1 ^ -> Y v    g75658__9315
0.0104   0.0168   0.2529   Lower   B0 v -> Y ^    g75658__9315
0.6730   0.6120   0.3101   Upper   A1 v -> Y ^    g75658__9315
0.6697   0.6120   0.2959   Upper   A0 ^ -> Y v    g75658__9315
0.8724   0.6120   0.4601   Upper   C0 v -> Y ^    g75655__7482
0.6183   0.6120   0.3909   Upper   B1 ^ -> Y v    g75655__7482
0.0121   0.0168   0.4246   Lower   B0 v -> Y ^    g75655__7482
0.6730   0.6120   0.4550   Upper   A1 v -> Y ^    g75655__7482
0.6611   0.6120   0.3831   Upper   A0 ^ -> Y v    g75655__7482
0.8418   0.6120   0.4521   Upper   C0 v -> Y ^    g75654__5115
0.6183   0.6120   0.3895   Upper   B1 ^ -> Y v    g75654__5115
0.0118   0.0168   0.4218   Lower   B0 v -> Y ^    g75654__5115
0.6730   0.6120   0.4526   Upper   A1 v -> Y ^    g75654__5115
0.7145   0.6120   0.3905   Upper   A0 ^ -> Y v    g75654__5115
0.8721   0.6120   0.4592   Upper   C0 v -> Y ^    g75650__7098
0.6183   0.6120   0.3901   Upper   B1 ^ -> Y v    g75650__7098
0.0124   0.0168   0.4230   Lower   B0 v -> Y ^    g75650__7098
0.6730   0.6120   0.4537   Upper   A1 v -> Y ^    g75650__7098
0.6617   0.6120   0.3824   Upper   A0 ^ -> Y v    g75650__7098
0.6697   0.6120   0.2400   Upper   C1 ^ -> Y v    g132567
0.8015   0.6120   0.2813   Upper   C0 v -> Y ^    g132567
0.6796   0.6120   0.2470   Upper   A0 ^ -> Y v    g132567
0.6640   0.6120   0.1975   Upper   B0 ^ -> Y v    g132406
0.8014   0.6120   0.2267   Upper   A1 v -> Y ^    g132406
0.6796   0.6120   0.2191   Upper   A0 ^ -> Y v    g132406
0.6271   0.6120   0.2904   Upper   C1 ^ -> Y v    g132566
0.8015   0.6120   0.3520   Upper   C0 v -> Y ^    g132566
0.6695   0.6120   0.3010   Upper   A0 ^ -> Y v    g132566
0.6898   0.6120   0.2151   Upper   B0 ^ -> Y v    g132405
0.8014   0.6120   0.2430   Upper   A1 v -> Y ^    g132405
0.6695   0.6120   0.2299   Upper   A0 ^ -> Y v    g132405
0.6789   0.6120   0.2691   Upper   B1 v -> Y ^    g132886
0.8015   0.6120   0.3020   Upper   B0 v -> Y ^    g132886
0.9444   0.6120   0.3200   Upper   A0 ^ -> Y v    g132886
0.8014   0.6120   0.3189   Upper   C0 v -> Y ^    g132570
0.6640   0.6120   0.2721   Upper   A0 ^ -> Y v    g132570
0.6617   0.6120   0.2553   Upper   C1 ^ -> Y v    g132565
0.8015   0.6120   0.3010   Upper   C0 v -> Y ^    g132565
0.6417   0.6120   0.2902   Upper   B1 v -> Y ^    g132885
0.8015   0.6120   0.3354   Upper   B0 v -> Y ^    g132885
0.9444   0.6120   0.3543   Upper   A0 ^ -> Y v    g132885
0.8015   0.6120   0.3116   Upper   C0 v -> Y ^    g132569
0.6898   0.6120   0.2714   Upper   A0 ^ -> Y v    g132569
0.6611   0.6120   0.2383   Upper   C1 ^ -> Y v    g132564
0.8015   0.6120   0.2817   Upper   C0 v -> Y ^    g132564
0.8015   0.6120   0.2436   Upper   B0 v -> Y ^    g132898
0.6304   0.6120   0.2380   Upper   A1 ^ -> Y v    g132898
0.9444   0.6120   0.2565   Upper   A0 ^ -> Y v    g132898
0.6560   0.6120   0.2835   Upper   B1 v -> Y ^    g132884
0.8015   0.6120   0.3244   Upper   B0 v -> Y ^    g132884
0.9444   0.6120   0.3435   Upper   A0 ^ -> Y v    g132884
0.7145   0.6120   0.2573   Upper   C1 ^ -> Y v    g132563
0.8015   0.6120   0.2890   Upper   C0 v -> Y ^    g132563
0.6149   0.6120   0.2407   Upper   C1 v -> Y ^    g132573
0.8015   0.6120   0.2831   Upper   C0 v -> Y ^    g132573
0.6611   0.6120   0.2444   Upper   A0 ^ -> Y v    g132573
0.6287   0.6120   0.2112   Upper   B0 ^ -> Y v    g132818
0.8013   0.6120   0.2536   Upper   A1 v -> Y ^    g132818
0.6898   0.6120   0.2420   Upper   A0 ^ -> Y v    g132818
0.6304   0.6120   0.2787   Upper   A0 ^ -> Y v    g132571
0.8015   0.6120   0.2480   Upper   B v -> Y ^    g133312
0.7687   0.6120   0.7156   Upper   D v -> Y ^    g132358
0.6906   0.6120   0.3062   Upper   C v -> Y v    g132357
0.7399   0.6120   0.6520   Upper   D v -> Y ^    g132355
0.7008   0.6120   0.3300   Upper   D v -> Y v    g132359
0.8780   0.6120   0.3389   Upper   D v -> Y v    g132356
0.7229   0.6120   0.3055   Upper   C0 v -> Y ^    g75744__8246
0.7293   0.6120   0.2783   Upper   A1 v -> Y ^    g75744__8246
0.6149   0.6120   0.1895   Upper   A v -> Y ^    g133194
0.6149   0.6120   0.1892   Upper   A v -> Y ^    g133190
0.9282   0.6120   0.4143   Upper   A ^ -> Y v    g131801
0.7758   0.6120   0.1887   Upper   B0 ^ -> Y v    g131260
0.9282   0.6120   0.2696   Upper   A1 ^ -> Y v    g131260
0.6171   0.6120   0.2135   Upper   B0 v -> Y ^    g131228
0.9282   0.6120   0.1166   Upper   A1N ^ -> Y ^    g131228
0.7758   0.6120   0.2325   Upper   C0 ^ -> Y v    g131209
0.9282   0.6120   0.2855   Upper   B0 ^ -> Y v    g131209
0.7758   0.6120   0.2492   Upper   C0 ^ -> Y v    g131208
0.9282   0.6120   0.3023   Upper   B0 ^ -> Y v    g131208
0.6168   0.6120   0.2982   Upper   A1 ^ -> Y v    g131208
0.7758   0.6120   0.2434   Upper   C0 ^ -> Y v    g131206
0.9282   0.6120   0.2965   Upper   B0 ^ -> Y v    g131206
0.6168   0.6120   0.2932   Upper   A1 ^ -> Y v    g131206
0.0119   0.0168   0.1409   Lower   B0 v -> Y ^    g132401
0.0069   0.0168   0.1455   Lower   A0 v -> Y ^    g132401
0.0115   0.0168   0.1315   Lower   B0 v -> Y ^    g132403
0.0064   0.0168   0.1359   Lower   A0 v -> Y ^    g132403
0.0117   0.0168   0.1565   Lower   B0 v -> Y ^    g132408
0.0061   0.0168   0.1611   Lower   A0 v -> Y ^    g132408
0.7223   0.6120   0.2974   Upper   A0 v -> Y ^    g132398
0.7223   0.6120   0.1915   Upper   B0 v -> Y ^    g132407
0.7007   0.6120   0.1804   Upper   B0 ^ -> Y v    g132531
0.8066   0.6120   0.5485   Upper   A v -> Y ^    g132601
0.6171   0.6120   0.2454   Upper   A1 v -> Y ^    g75694__2883
0.6149   0.6120   0.1975   Upper   A v -> Y ^    g133192
0.6149   0.6120   0.1878   Upper   A v -> Y ^    g133217
0.6149   0.6120   0.1859   Upper   A v -> Y ^    g133220
0.8040   0.6120   0.2643   Upper   A0 v -> Y ^    g132853
0.6702   0.6120   0.1827   Upper   B0 ^ -> Y v    g130975
0.8525   0.6120   0.1055   Upper   AN ^ -> Y ^    g134390
0.8525   0.6120   0.0998   Upper   AN ^ -> Y ^    g131222
0.8525   0.6120   0.1062   Upper   AN ^ -> Y ^    g131219
0.8525   0.6120   0.4408   Upper   B ^ -> Y ^    g131203
0.8525   0.6120   0.1059   Upper   B ^ -> Y ^    g131202
0.8525   0.6120   0.6647   Upper   B ^ -> Y ^    g131201
0.8525   0.6120   0.1087   Upper   B ^ -> Y ^    g131197
0.7375   0.6120   0.2423   Upper   A v -> Y ^    g131254
0.7375   0.6120   0.2667   Upper   B v -> Y ^    g131224
0.7375   0.6120   0.2486   Upper   B v -> Y ^    g131214
0.7375   0.6120   0.3475   Upper   B v -> Y ^    g131212
0.7375   0.6120   0.2120   Upper   B v -> Y ^    g131192
0.7007   0.6120   0.2523   Upper   B0 ^ -> Y v    g131257
0.6924   0.6120   0.2691   Upper   A0 ^ -> Y v    g131257
0.7007   0.6120   0.2474   Upper   B0 ^ -> Y v    g131264
0.6924   0.6120   0.2643   Upper   A0 ^ -> Y v    g131264
0.7007   0.6120   0.3164   Upper   B0 ^ -> Y v    g131263
0.6924   0.6120   0.3330   Upper   A0 ^ -> Y v    g131263
0.6804   0.6120   0.2685   Upper   B1 ^ -> Y v    g131210
0.6149   0.6120   0.1979   Upper   A v -> Y ^    g130773
0.6149   0.6120   0.2060   Upper   A v -> Y ^    g130774
0.0089   0.0168   0.2630   Lower   B0 v -> Y ^    g132351
0.0060   0.0168   0.2655   Lower   A0 v -> Y ^    g132351
0.7279   0.6120   0.3455   Upper   B v -> Y ^    g132328
0.0076   0.0168   0.1986   Lower   B0 v -> Y ^    g75641__8428
0.0101   0.0168   0.2023   Lower   A0 v -> Y ^    g75641__8428
0.6143   0.6120   0.2520   Upper   A v -> Y ^    g75639
0.6143   0.6120   0.2902   Upper   C v -> Y ^    g75638__6260
0.6143   0.6120   0.2892   Upper   C v -> Y ^    g75637__5107
0.6143   0.6120   0.3512   Upper   C v -> Y ^    g75636__2398
0.6143   0.6120   0.2778   Upper   C v -> Y ^    g75635__5477
0.6143   0.6120   0.2801   Upper   C v -> Y ^    g75634__6417
0.6143   0.6120   0.2816   Upper   C v -> Y ^    g75631__2346
0.6730   0.6120   0.2698   Upper   B1 v -> Y ^    g75657__6161
0.6789   0.6120   0.2777   Upper   B0 v -> Y ^    g75657__6161
0.8067   0.6120   0.2393   Upper   A v -> Y ^    g132349
0.6702   0.6120   0.1166   Upper   A ^ -> Y ^    g132411
0.6149   0.6120   0.1899   Upper   A v -> Y ^    g133200
0.6149   0.6120   0.1969   Upper   A v -> Y ^    g133211
0.6149   0.6120   0.2076   Upper   A v -> Y ^    g133199
0.8040   0.6120   0.2750   Upper   A0 v -> Y ^    g132828
0.6804   0.6120   0.2103   Upper   A0 ^ -> Y v    g131258
0.0078   0.0168   0.1638   Lower   B0 v -> Y ^    g75646__2802
0.0103   0.0168   0.1683   Lower   A0 v -> Y ^    g75646__2802
0.8067   0.6120   0.3653   Upper   A v -> Y ^    g132318
0.0072   0.0168   0.5050   Lower   B0 v -> Y ^    g75620__6131
0.0086   0.0168   0.5096   Lower   A0 v -> Y ^    g75620__6131
0.0083   0.0168   0.4834   Lower   B0 v -> Y ^    g75623__7482
0.0079   0.0168   0.4878   Lower   A0 v -> Y ^    g75623__7482
0.0060   0.0168   0.3726   Lower   B0 v -> Y ^    g75621__1881
0.0089   0.0168   0.3756   Lower   A0 v -> Y ^    g75621__1881
0.0091   0.0168   0.4873   Lower   B0 v -> Y ^    g75622__5115
0.0077   0.0168   0.4917   Lower   A0 v -> Y ^    g75622__5115
0.0063   0.0168   0.1906   Lower   A0 v -> Y ^    g75626__9315
0.0068   0.0168   0.1203   Lower   B0 v -> Y ^    g75648__5122
0.0114   0.0168   0.1294   Lower   A0 v -> Y ^    g75648__5122
0.0065   0.0168   0.1521   Lower   B0 v -> Y ^    g75644__3680
0.0100   0.0168   0.1613   Lower   A0 v -> Y ^    g75644__3680
0.6149   0.6120   0.1887   Upper   A v -> Y ^    g133212
0.6149   0.6120   0.1863   Upper   A v -> Y ^    g133303
0.6149   0.6120   0.1929   Upper   A v -> Y ^    g133187
0.6149   0.6120   0.1907   Upper   A v -> Y ^    g133186
0.6149   0.6120   0.2001   Upper   A v -> Y ^    g133219
0.6725   0.6120   0.2662   Upper   C0 ^ -> Y v    g130191__6783
0.6725   0.6120   0.2356   Upper   C0 ^ -> Y v    g130207__2883
0.6725   0.6120   0.2335   Upper   C0 ^ -> Y v    g130208__2346
0.6724   0.6120   0.2130   Upper   C0 ^ -> Y v    g130187__6260
0.6725   0.6120   0.2309   Upper   C0 ^ -> Y v    g130197__8246
0.6725   0.6120   0.2583   Upper   C0 ^ -> Y v    g130185__2398
0.6724   0.6120   0.2296   Upper   C0 ^ -> Y v    g130180__2346
0.6724   0.6120   0.2177   Upper   C0 ^ -> Y v    g130179__2883
0.6725   0.6120   0.2245   Upper   C0 ^ -> Y v    g130195__1705
0.6726   0.6120   0.1885   Upper   B1 ^ -> Y v    g130688
0.6726   0.6120   0.1848   Upper   B1 ^ -> Y v    g130702
0.6725   0.6120   0.2018   Upper   B1 ^ -> Y v    g130489
0.6726   0.6120   0.2215   Upper   B1 ^ -> Y v    g130548
0.6725   0.6120   0.2064   Upper   B1 ^ -> Y v    g130716
0.6726   0.6120   0.1912   Upper   B1 ^ -> Y v    g130534
0.6726   0.6120   0.2255   Upper   B1 ^ -> Y v    g130674
0.6725   0.6120   0.1930   Upper   B1 ^ -> Y v    g130461
0.6725   0.6120   0.2147   Upper   B1 ^ -> Y v    g130518
0.6725   0.6120   0.2307   Upper   B1 ^ -> Y v    g130758
0.6725   0.6120   0.2170   Upper   B1 ^ -> Y v    g130646
0.6725   0.6120   0.2409   Upper   B1 ^ -> Y v    g130576
0.6725   0.6120   0.2080   Upper   B1 ^ -> Y v    g130632
0.6724   0.6120   0.2513   Upper   B1 ^ -> Y v    g130475
0.6724   0.6120   0.2302   Upper   B0 ^ -> Y v    g130433
0.6725   0.6120   0.2479   Upper   B1 ^ -> Y v    g130660
0.6724   0.6120   0.2029   Upper   B0 ^ -> Y v    g130391__2802
0.6725   0.6120   0.2610   Upper   B1 ^ -> Y v    g130604
0.6724   0.6120   0.2046   Upper   B0 ^ -> Y v    g130405__2346
0.6725   0.6120   0.2365   Upper   B1 ^ -> Y v    g130618
0.6724   0.6120   0.2780   Upper   B0 ^ -> Y v    g130377__2346
0.6724   0.6120   0.1973   Upper   B0 ^ -> Y v    g130363__2802
0.6724   0.6120   0.2279   Upper   B0 ^ -> Y v    g130321__2346
0.0085   0.0168   0.1365   Lower   B0 v -> Y ^    g75645__1617
0.0110   0.0168   0.1409   Lower   A0 v -> Y ^    g75645__1617
0.8067   0.6120   0.2303   Upper   A v -> Y ^    g132309
0.8067   0.6120   0.2251   Upper   A v -> Y ^    g132308
0.8067   0.6120   0.2268   Upper   A v -> Y ^    g132323
0.6149   0.6120   0.1970   Upper   A v -> Y ^    g133201
0.6149   0.6120   0.1896   Upper   A v -> Y ^    g133216
0.6149   0.6120   0.1939   Upper   A v -> Y ^    g133214
0.6149   0.6120   0.1913   Upper   A v -> Y ^    g133215
0.6633   0.6120   0.2762   Upper   B1 ^ -> Y v    g130190__5526
0.6632   0.6120   0.3079   Upper   B1 ^ -> Y v    g130206__9945
0.6633   0.6120   0.3041   Upper   B1 ^ -> Y v    g130204__6161
0.6633   0.6120   0.2901   Upper   B1 ^ -> Y v    g130194__2802
0.6633   0.6120   0.2990   Upper   B1 ^ -> Y v    g130205__9315
0.6633   0.6120   0.3033   Upper   B1 ^ -> Y v    g130193__1617
0.6633   0.6120   0.2989   Upper   B1 ^ -> Y v    g130200__1881
0.6633   0.6120   0.2909   Upper   B1 ^ -> Y v    g130192__3680
0.6633   0.6120   0.2805   Upper   B1 ^ -> Y v    g130201__5115
0.6633   0.6120   0.3031   Upper   B1 ^ -> Y v    g130188__4319
0.6633   0.6120   0.3236   Upper   B1 ^ -> Y v    g130202__7482
0.6633   0.6120   0.3175   Upper   B1 ^ -> Y v    g130209__1666
0.6633   0.6120   0.2872   Upper   B1 ^ -> Y v    g130199__6131
0.6633   0.6120   0.2697   Upper   B1 ^ -> Y v    g130198__7098
0.6633   0.6120   0.3248   Upper   B1 ^ -> Y v    g130189__8428
0.6632   0.6120   0.2935   Upper   B1 ^ -> Y v    g130186__5107
0.6632   0.6120   0.2741   Upper   B1 ^ -> Y v    g130183__6417
0.6632   0.6120   0.2782   Upper   B1 ^ -> Y v    g130184__5477
0.6632   0.6120   0.2862   Upper   B1 ^ -> Y v    g130181__1666
0.6632   0.6120   0.3003   Upper   B1 ^ -> Y v    g130178__9945
0.6632   0.6120   0.3037   Upper   B1 ^ -> Y v    g130182__7410
0.6484   0.6120   0.2305   Upper   A1 ^ -> Y v    g130512
0.6484   0.6120   0.2256   Upper   A1 ^ -> Y v    g130484
0.6484   0.6120   0.2252   Upper   A0 ^ -> Y v    g130456
0.6484   0.6120   0.2046   Upper   A0 ^ -> Y v    g130400__4733
0.6484   0.6120   0.2542   Upper   A0 ^ -> Y v    g130380__6417
0.6484   0.6120   0.2307   Upper   A0 ^ -> Y v    g130344__4733
